epoch,train_loss,val_loss,train_acc,val_acc
1,1.8866167403238507,1.3105662980133161,0.38478027867095393,0.5635910224438903
2,1.2427885901634077,1.1765177007625227,0.5707395498392283,0.5885286783042394
3,1.0084096455241833,1.1361711515024295,0.6420150053590568,0.6433915211970075
4,0.9203532540657641,1.090413508529164,0.6688102893890675,0.6758104738154613
5,0.8443987747097322,1.2113693101769818,0.7004287245444801,0.6458852867830424
6,0.7265489985896844,1.0575376392534919,0.7465166130760986,0.6483790523690773
7,0.6444143104783209,1.2747054123366135,0.7572347266881029,0.6359102244389028
8,0.6010527799878218,1.1213766055883017,0.7834941050375134,0.6508728179551122
9,0.5178078377553504,1.2102907042041133,0.8081457663451233,0.6807980049875312
10,0.39188069341522574,1.1111367155166059,0.8617363344051447,0.7057356608478803
