epoch,train_loss,val_loss,train_acc,val_acc
1,2.40046228958735,1.7532318341464472,0.2604501607717042,0.41895261845386533
2,1.6798622334757292,1.4573547591889588,0.4608788853161844,0.5261845386533666
3,1.3079886723944611,1.21364426531102,0.5702036441586281,0.5760598503740648
4,1.1049489488172377,1.1468009252770064,0.612540192926045,0.5935162094763092
5,0.9854832277548402,1.1396209105960746,0.6704180064308681,0.6234413965087282
6,0.9078690419562504,1.1583392577492015,0.6784565916398714,0.628428927680798
7,0.7783322986874166,1.188754170208396,0.7234726688102894,0.6508728179551122
8,0.6982331350685316,1.2554207414589262,0.7508038585209004,0.6309226932668329
9,0.700656110706309,1.1382784483294721,0.747588424437299,0.6583541147132169
10,0.5986270144949133,1.0980477992179885,0.7792068595927116,0.6758104738154613
